article_title,article_slug,pin_variant,pin_id,source_signature,category,required_image_element,rejection_reason,recommended_image_prompt,priority
Budget Front Yard Gravel Path Ideas,budget-front-yard-gravel-path-ideas,C,budget-front-yard-gravel-path-ideas-c,manual-required:budget-front-yard-gravel-path-ideas-c,Front Yard Landscaping On A Budget,a clearly visible gravel path through the front yard,no_approved_image_source; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; quality_score_below_threshold; weak_front_yard_context,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Gravel Path Ideas"". The image must match the article title exactly and show a clearly visible gravel path through the front yard. Scene: three-quarter entry angle from the walkway or driveway with a different composition and strong depth. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-gravel-path-ideas-c only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",11
Budget Front Yard Ideas With Cheap Border Plants,budget-front-yard-ideas-with-cheap-border-plants,A,budget-front-yard-ideas-with-cheap-border-plants-a,manual-required:budget-front-yard-ideas-with-cheap-border-plants-a,Front Yard Landscaping On A Budget,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With Cheap Border Plants"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: wide establishing hero view from the street showing the full front yard and home exterior. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-cheap-border-plants-a only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",12
Budget Front Yard Ideas With Cheap Border Plants,budget-front-yard-ideas-with-cheap-border-plants,B,budget-front-yard-ideas-with-cheap-border-plants-b,manual-required:budget-front-yard-ideas-with-cheap-border-plants-b,Front Yard Landscaping On A Budget,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With Cheap Border Plants"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close landscaping detail focused on the required element while keeping the USA home exterior context visible. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-cheap-border-plants-b only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",13
Budget Front Yard Ideas With Cheap Border Plants,budget-front-yard-ideas-with-cheap-border-plants,C,budget-front-yard-ideas-with-cheap-border-plants-c,manual-required:budget-front-yard-ideas-with-cheap-border-plants-c,Front Yard Landscaping On A Budget,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; vehicle_or_distraction_pattern; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With Cheap Border Plants"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry angle from the walkway or driveway with a different composition and strong depth. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-cheap-border-plants-c only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",14
Budget Front Yard Ideas With Divided Perennials,budget-front-yard-ideas-with-divided-perennials,A,budget-front-yard-ideas-with-divided-perennials-a,manual-required:budget-front-yard-ideas-with-divided-perennials-a,Front Yard Landscaping On A Budget,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-with-clean-foundation-beds; people_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; missing_required_title_element; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:front-yard-boxwood-and-flower-bed-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With Divided Perennials"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: wide establishing hero view from the street showing the full front yard and home exterior. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-divided-perennials-a only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",15
Budget Front Yard Ideas With Divided Perennials,budget-front-yard-ideas-with-divided-perennials,B,budget-front-yard-ideas-with-divided-perennials-b,manual-required:budget-front-yard-ideas-with-divided-perennials-b,Front Yard Landscaping On A Budget,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-with-clean-foundation-beds; people_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; missing_required_title_element; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:front-yard-boxwood-and-flower-bed-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With Divided Perennials"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: close landscaping detail focused on the required element while keeping the USA home exterior context visible. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-divided-perennials-b only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",16
Budget Front Yard Ideas With Divided Perennials,budget-front-yard-ideas-with-divided-perennials,C,budget-front-yard-ideas-with-divided-perennials-c,manual-required:budget-front-yard-ideas-with-divided-perennials-c,Front Yard Landscaping On A Budget,a clearly visible front yard landscape and USA home exterior matching the article title,no_approved_image_source; duplicate_source_used_by:curb-appeal-landscaping-with-clean-foundation-beds; people_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; missing_required_title_element; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:front-yard-boxwood-and-flower-bed-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With Divided Perennials"". The image must match the article title exactly and show a clearly visible front yard landscape and USA home exterior matching the article title. Scene: three-quarter entry angle from the walkway or driveway with a different composition and strong depth. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-divided-perennials-c only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",17
Budget Front Yard Ideas With a DIY Mailbox Bed,budget-front-yard-ideas-with-diy-mailbox-bed,A,budget-front-yard-ideas-with-diy-mailbox-bed-a,manual-required:budget-front-yard-ideas-with-diy-mailbox-bed-a,Front Yard Landscaping On A Budget,a clearly visible mailbox with a planted mailbox flower bed,no_approved_image_source; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-with-clean-foundation-beds; people_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:front-yard-boxwood-and-flower-bed-ideas; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With a DIY Mailbox Bed"". The image must match the article title exactly and show a clearly visible mailbox with a planted mailbox flower bed. Scene: wide establishing hero view from the street showing the full front yard and home exterior. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-diy-mailbox-bed-a only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",18
Budget Front Yard Ideas With a DIY Mailbox Bed,budget-front-yard-ideas-with-diy-mailbox-bed,B,budget-front-yard-ideas-with-diy-mailbox-bed-b,manual-required:budget-front-yard-ideas-with-diy-mailbox-bed-b,Front Yard Landscaping On A Budget,a clearly visible mailbox with a planted mailbox flower bed,no_approved_image_source; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-with-clean-foundation-beds; people_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:front-yard-boxwood-and-flower-bed-ideas; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With a DIY Mailbox Bed"". The image must match the article title exactly and show a clearly visible mailbox with a planted mailbox flower bed. Scene: close landscaping detail focused on the required element while keeping the USA home exterior context visible. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-diy-mailbox-bed-b only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",19
Budget Front Yard Ideas With a DIY Mailbox Bed,budget-front-yard-ideas-with-diy-mailbox-bed,C,budget-front-yard-ideas-with-diy-mailbox-bed-c,manual-required:budget-front-yard-ideas-with-diy-mailbox-bed-c,Front Yard Landscaping On A Budget,a clearly visible mailbox with a planted mailbox flower bed,no_approved_image_source; missing_required_title_element; duplicate_source_used_by:curb-appeal-landscaping-with-clean-foundation-beds; people_pattern; duplicate_source_used_by:curb-appeal-landscaping-for-craftsman-bungalows; duplicate_source_used_by:curb-appeal-landscaping-for-farmhouse-exteriors; duplicate_source_used_by:front-yard-annual-flower-ideas; duplicate_source_used_by:curb-appeal-landscaping-for-small-ranch-houses; duplicate_source_used_by:front-yard-boxwood-and-flower-bed-ideas; weak_front_yard_context; quality_score_below_threshold,"Create a realistic Pinterest vertical 1000x1500 photo for the article title ""Budget Front Yard Ideas With a DIY Mailbox Bed"". The image must match the article title exactly and show a clearly visible mailbox with a planted mailbox flower bed. Scene: three-quarter entry angle from the walkway or driveway with a different composition and strong depth. Use realistic front yard landscaping around a USA home exterior, natural daylight, believable suburban scale, real plants, real stone or mulch textures, and polished Pinterest-worthy curb appeal. Composition requirement: front yard landscaping must occupy at least 40% of the visible scene and must be the primary subject, with architecture secondary. The image must clearly show a visible front yard, a visible house exterior, and at least one strong landscaping element: lawn, flower beds, shrubs, mulch, rocks, or walkway. Prioritize landscaping over architecture; reject any composition where architecture dominates the frame, walls or windows are close-up subjects, rocks are shown without a front yard, trees are shown without landscaping, porch only is shown, or a house facade appears without clear landscaping. No people, no vehicles, no interior, no text, no logo, no watermark, no stock-photo preview marks, no fantasy or CGI look. This must be a unique source image for budget-front-yard-ideas-with-diy-mailbox-bed-c only; do not reuse an existing source image or a source image assigned to any other Pin. No Unsplash+ or premium stock source may be used.",20
