image_id,article_slug,category,pin_variant,pin_type,pin_id,source_signature,article_title,required_visual_element,exact_prompt,priority
manual-b05-011-front-yard-pollinator-garden-ideas-c,front-yard-pollinator-garden-ideas,Front Yard Flower Bed Ideas,C,C,front-yard-pollinator-garden-ideas-c,manual-batch-05:front-yard-pollinator-garden-ideas-c,Front Yard Pollinator Garden Ideas That Look Polished,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Pollinator Garden Ideas That Look Polished"". Article slug: front-yard-pollinator-garden-ideas. Category: Front Yard Flower Bed Ideas. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-pollinator-garden-ideas-c only, with source_signature manual-batch-05:front-yard-pollinator-garden-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",11
manual-b05-012-front-yard-porch-curb-appeal-ideas-c,front-yard-porch-curb-appeal-ideas,Curb Appeal Landscaping Ideas,C,C,front-yard-porch-curb-appeal-ideas-c,manual-batch-05:front-yard-porch-curb-appeal-ideas-c,Front Yard Porch Curb Appeal Ideas,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Porch Curb Appeal Ideas"". Article slug: front-yard-porch-curb-appeal-ideas. Category: Curb Appeal Landscaping Ideas. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-porch-curb-appeal-ideas-c only, with source_signature manual-batch-05:front-yard-porch-curb-appeal-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",12
manual-b05-013-front-yard-privacy-landscaping-ideas-that-still-feel-open-c,front-yard-privacy-landscaping-ideas-that-still-feel-open,Curb Appeal Landscaping Ideas,C,C,front-yard-privacy-landscaping-ideas-that-still-feel-open-c,manual-batch-05:front-yard-privacy-landscaping-ideas-that-still-feel-open-c,Front Yard Privacy Landscaping Ideas That Still Feel Open,a clearly visible front yard landscape and USA home exterior matching the article title,"Create one realistic professional photography image for the exact article title: ""Front Yard Privacy Landscaping Ideas That Still Feel Open"". Article slug: front-yard-privacy-landscaping-ideas-that-still-feel-open. Category: Curb Appeal Landscaping Ideas. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-privacy-landscaping-ideas-that-still-feel-open-c only, with source_signature manual-batch-05:front-yard-privacy-landscaping-ideas-that-still-feel-open-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",13
manual-b05-014-front-yard-river-rock-landscaping-ideas-c,front-yard-river-rock-landscaping-ideas,Front Yard Landscaping With Rocks,C,C,front-yard-river-rock-landscaping-ideas-c,manual-batch-05:front-yard-river-rock-landscaping-ideas-c,Front Yard River Rock Landscaping Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard River Rock Landscaping Ideas"". Article slug: front-yard-river-rock-landscaping-ideas. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-river-rock-landscaping-ideas-c only, with source_signature manual-batch-05:front-yard-river-rock-landscaping-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",14
manual-b05-015-front-yard-rock-and-mulch-landscaping-c,front-yard-rock-and-mulch-landscaping,Front Yard Landscaping With Rocks,C,C,front-yard-rock-and-mulch-landscaping-c,manual-batch-05:front-yard-rock-and-mulch-landscaping-c,Front Yard Rock and Mulch Landscaping Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock and Mulch Landscaping Ideas"". Article slug: front-yard-rock-and-mulch-landscaping. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-and-mulch-landscaping-c only, with source_signature manual-batch-05:front-yard-rock-and-mulch-landscaping-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",15
manual-b05-016-front-yard-rock-border-ideas-c,front-yard-rock-border-ideas,Front Yard Landscaping With Rocks,C,C,front-yard-rock-border-ideas-c,manual-batch-05:front-yard-rock-border-ideas-c,Front Yard Rock Border Ideas,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Border Ideas"". Article slug: front-yard-rock-border-ideas. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, front-corner composition, strong foreground landscaping, visible facade context, natural color. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-border-ideas-c only, with source_signature manual-batch-05:front-yard-rock-border-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",16
manual-b05-017-front-yard-rock-garden-with-flowers-c,front-yard-rock-garden-with-flowers,Front Yard Landscaping With Rocks,C,C,front-yard-rock-garden-with-flowers-c,manual-batch-05:front-yard-rock-garden-with-flowers-c,Front Yard Rock Garden With Flowers,clearly visible front yard flower beds with real flowers,"Create one realistic professional photography image for the exact article title: ""Front Yard Rock Garden With Flowers"". Article slug: front-yard-rock-garden-with-flowers. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible front yard flower beds with real flowers. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, low garden-bed perspective, tactile mulch and planting detail, polished but realistic yard. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-garden-with-flowers-c only, with source_signature manual-batch-05:front-yard-rock-garden-with-flowers-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",17
manual-b05-018-front-yard-rock-landscaping-around-trees-c,front-yard-rock-landscaping-around-trees,Front Yard Landscaping With Rocks,C,C,front-yard-rock-landscaping-around-trees-c,manual-batch-05:front-yard-rock-landscaping-around-trees-c,Front Yard Rock Landscaping Around Trees,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping Around Trees"". Article slug: front-yard-rock-landscaping-around-trees. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, balanced architectural-garden framing, landscaping stronger than the house, clear negative space. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-around-trees-c only, with source_signature manual-batch-05:front-yard-rock-landscaping-around-trees-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",18
manual-b05-019-front-yard-rock-landscaping-for-brick-houses-c,front-yard-rock-landscaping-for-brick-houses,Front Yard Landscaping With Rocks,C,C,front-yard-rock-landscaping-for-brick-houses-c,manual-batch-05:front-yard-rock-landscaping-for-brick-houses-c,Front Yard Rock Landscaping for Brick Houses,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for Brick Houses"". Article slug: front-yard-rock-landscaping-for-brick-houses. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, natural morning side light, real plant scale, crisp mulch texture, clean editorial depth. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-brick-houses-c only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-brick-houses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",19
manual-b05-020-front-yard-rock-landscaping-for-corner-lots-c,front-yard-rock-landscaping-for-corner-lots,Front Yard Landscaping With Rocks,C,C,front-yard-rock-landscaping-for-corner-lots-c,manual-batch-05:front-yard-rock-landscaping-for-corner-lots-c,Front Yard Rock Landscaping for Corner Lots,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for Corner Lots"". Article slug: front-yard-rock-landscaping-for-corner-lots. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, soft bright overcast daylight, realistic stone and soil texture, practical curb appeal. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-corner-lots-c only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-corner-lots-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",20
manual-b05-021-front-yard-rock-landscaping-for-modern-farmhouses-c,front-yard-rock-landscaping-for-modern-farmhouses,Front Yard Landscaping With Rocks,C,C,front-yard-rock-landscaping-for-modern-farmhouses-c,manual-batch-05:front-yard-rock-landscaping-for-modern-farmhouses-c,Front Yard Rock Landscaping for Modern Farmhouses,"clearly visible rock, boulder, stone, or gravel landscaping in the front yard","Create one realistic professional photography image for the exact article title: ""Front Yard Rock Landscaping for Modern Farmhouses"". Article slug: front-yard-rock-landscaping-for-modern-farmhouses. Category: Front Yard Landscaping With Rocks. Pin type C. Pin variant C: three-quarter entry-angle view from the walkway or driveway edge, with depth through the USA suburban front yard and a fresh composition distinct from hero and detail views. Required visual element: clearly visible rock, boulder, stone, or gravel landscaping in the front yard. The image must match the article_title, article_slug, category, pin_variant, and required_visual_element exactly enough that the topic is immediately clear. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. The image must show lawn OR flower beds OR shrubs OR mulch OR rocks OR walkway, with landscaping visually stronger than architecture. Use realistic professional photography, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, 2:3 vertical composition, crisp DSLR architectural-garden photography, street-level DSLR framing, layered shrubs, clean walkway movement, believable suburban setting. Keep clean negative space for later overlay, but do not add overlay content. Source uniqueness: create a unique source image for front-yard-rock-landscaping-for-modern-farmhouses-c only, with source_signature manual-batch-05:front-yard-rock-landscaping-for-modern-farmhouses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",21
